date,index,txCount,marketcap(USD),price(USD),exchangeVolume(USD),fees,generatedCoins,activeAddresses,medianFee,averageDifficulty,paymentCount,blockCount,blockSize
2017-08-17,1185,3063,729528064,48.82,11176000,116.88422694,4900.62077716,33108,0.01388868,17214193062.2,13097,735,107487815
2017-08-18,1186,2718,708080960,47.37,14517200,93.4567759561,4808.66054188,27899,0.0138684,16846535043.9,11647,722,95475727
2017-08-19,1187,3493,702398336,46.97,27038800,139.35533595,4558.323281,33656,0.01384916,16191801085.8,14202,686,117536370
2017-08-20,1188,2663,834239360,55.79,15702600,67.17044,4937.39073035,18188,0.01382836,16962386752.9,7319,743,66163253
2017-08-21,1189,7050,817489536,54.67,238775008,223.965721871,4617.97396299,60282,0.01380912,17229115409.9,21449,697,191750420
2017-08-22,1190,7532,1166235008,77.99,150286000,246.31598084,5093.33423698,78059,0.01241344,16815979303.3,32779,770,267818643
2017-08-23,1191,5938,1360918656,91.01,84961904,214.18798565,4757.167799,68726,0.0137592,18561262565.1,29330,720,234031035
2017-08-24,1192,4803,1351031552,90.35,70187104,228.4632493,4634.33502385,67504,0.0137514,19074499206,29143,703,224964154
2017-08-25,1193,6195,1293032832,86.47,95835696,214.399770965,4916.73332355,73490,0.01253784,18126501068.5,29346,746,237796781
2017-08-26,1194,8933,1606921216,107.46,301843008,237.658191796,5514.66797915,62648,0.0137124,21043118065.4,22363,838,209117232
2017-08-27,1195,7664,2057549696,137.6,92742200,168.60303905,4660.10672346,47364,0.01369056,28402997309.6,17211,709,164787403
2017-08-28,1196,8139,1961245824,130.76,216036000,246.31733599,4704.40940836,65135,0.01367288,26632873341.9,25008,717,221600558
2017-08-29,1197,8014,2163850240,144.24,104869000,236.21498868,4907.58091222,71023,0.01309828,27090979730.5,28672,749,244578423
2017-08-30,1198,6472,2008788864,133.85,106543000,160.34557281,4230.27664121,47160,0.01362764,27394816005.7,18027,646,163065858
2017-08-31,1199,5446,1980864256,131.95,131974000,108.52346441,4914.24854052,27997,0.01361984,24934404737.1,9987,751,102194502
2017-09-01,1200,5571,2112258944,140.65,163960992,112.66605923,4912.92944203,29876,0.01359956,25842580495.3,10098,752,104343850
2017-09-02,1201,4687,2123427200,141.35,128849000,101.37797022,4684.19221169,27403,0.01358188,27036681174.8,9962,718,97315050
2017-09-03,1202,4486,1877378560,124.93,92631104,90.12687029,4529.13392805,23591,0.01356108,27145734786.5,8210,695,84403607
2017-09-04,1203,5084,1897482880,126.23,89194704,121.24567099,4643.92179414,32240,0.01354444,26754233794,12363,714,115370615
2017-09-05,1204,5099,1605065984,106.75,113378000,122.3891187,4788.10455359,33691,0.01352572,27346011065.7,12834,737,118784092
2017-09-06,1205,5296,1786649600,118.79,64604400,134.20277825,4572.12277804,35400,0.01350856,27530830818.9,13922,705,127013497
2017-09-07,1206,4386,1826364800,121.39,62655700,98.15513185,4879.39585881,25884,0.01348828,27427863576.4,10079,753,95597567
2017-09-08,1207,4468,1810208000,120.28,159066000,106.02537827,4806.47949685,28796,0.01346956,29515823005.4,11065,743,102646417
2017-09-09,1208,3521,1779351296,118.19,39220400,71.85878418,4575.63470539,19840,0.01344928,30159404687.1,7328,708,71883759
2017-09-10,1209,3607,1741486208,115.64,50725200,89.52123577,4548.06676027,26600,0.0134316,28833364022.3,9732,705,89331965
2017-09-11,1210,3701,1702972928,113.05,30605900,73.6175951,4718.08508498,19443,0.0134134,29916363877.9,7161,732,71867419
2017-09-12,1211,3848,1698635008,112.72,40402700,70.01356966,4717.60569859,21306,0.01339312,29258838858.1,7147,733,73449104
2017-09-13,1212,4408,1685389824,111.81,88162896,85.3522908491,4396.26107195,25908,0.013377,30939212034.4,7361,684,80059233
2017-09-14,1213,5377,1678114432,111.29,133553000,111.41438642,4960.62768423,34858,0.01335984,30408107805.3,9731,773,102721660
2017-09-15,1214,4900,1253935104,83.13,176154000,107.05243079,4471.59136742,32595,0.0133406,31661719474.6,10476,698,103053946
2017-09-16,1215,3028,1510426624,100.11,71163504,61.59069116,4545.50652583,13419,0.01433544,30012019224.2,4582,710,50844764
2017-09-17,1216,3948,1433274240,94.97,41008200,78.90684862,4596.82890067,16954,0.01431976,30408679832.4,5607,719,63922890
2017-09-18,1217,4680,1416254080,93.81,63732100,99.23741807,4316.18241538,31591,0.01430296,29660970959.2,6682,676,78100971
2017-09-19,1218,4366,1522631808,100.83,48249700,84.92435326,4782.08720785,18995,0.01428,28187197035.8,6056,750,70018182
2017-09-20,1219,3858,1474842880,97.64,34198900,69.7726515,4641.76864936,17636,0.01426208,28572814526.6,5666,729,64197516
2017-09-21,1220,3931,1439880320,95.33,34290500,70.52356696,4584.41751448,20605,0.0142408,29793182429.9,5511,721,64948619
2017-09-22,1221,3831,1301561088,86.17,28179100,79.86773849,4616.06477419,20086,0.01422232,29688649338.6,5708,727,65357274
2017-09-23,1222,3704,1329725824,88.03,26372900,80.20264426,4431.79827131,17465,0.01420272,30673479407,5826,699,64085540
2017-09-24,1223,3467,1387761664,91.76,22224000,67.98079297,4704.69878007,15734,0.014182,29851988525,5389,743,59340052
2017-09-25,1224,4169,1352117888,89.37,28114300,86.28078123,4470.56042227,21265,0.01416576,29638129570.3,6198,707,70742699
2017-09-26,1225,4271,1419728384,93.81,32540800,100.49457932,4615.84894905,19776,0.0141456,29806094647.4,6529,731,72646612
2017-09-27,1226,4947,1404025856,92.75,51634900,118.87071423,4439.08369856,23242,0.01412656,30093444183.9,7386,704,83228020
2017-09-28,1227,4562,1528969472,100.97,41822000,92.63693574,4697.70580672,20647,0.01410808,30185072423.7,6424,746,74002630
2017-09-29,1228,4220,1473746432,97.3,38972400,87.2210401,4515.30081917,20154,0.01408512,31440635037.4,6348,718,71339184
2017-09-30,1229,3616,1430895488,94.44,28498000,87.07120494,4364.44995897,17446,0.01406608,31091441626.5,5792,695,63222879
2017-10-01,1230,3678,1448802688,95.59,25936500,84.17506598,4515.66511302,19137,0.014049,28995939580.6,5692,720,64025818
2017-10-02,1231,4281,1418396288,93.56,27534700,97.61636637,4709.01569081,24043,0.0140308,29769822493.7,7562,752,80348973
2017-10-03,1232,4122,1387956096,91.52,44289800,86.84713467,4415.2970187,20622,0.01400952,31539677951.9,5901,706,68452446
2017-10-04,1233,3515,1409995264,92.95,29568100,69.39101498,4540.16956473,16901,0.01399104,30407513177.1,5713,727,62176395
2017-10-05,1234,3400,1373107584,90.49,27697400,65.24250003,4440.97642494,15810,0.01396976,32260233923.5,5164,712,57575252
2017-10-06,1235,3773,1394580096,91.91,24504100,75.72094835,4421.61372897,19053,0.01395184,30986967672.2,6010,710,66468610
2017-10-07,1236,3318,1380746496,90.94,22617600,65.04061212,4640.27112819,15428,0.01393056,30293750848.2,5044,746,56278733
2017-10-08,1237,3849,1388026880,91.39,29220800,88.1415676,4515.26331757,18645,0.01391376,31930723413.4,5735,727,64970128
2017-10-09,1238,4256,1363384192,89.74,38063700,94.73412537,4253.8834534,21967,0.01389584,31761057770.1,6803,686,75235451
2017-10-10,1239,4231,1301025536,85.61,31695500,91.88800734,4373.25150691,20954,0.01387792,30156429701,6625,706,73729104
2017-10-11,1240,3632,1318536832,86.74,21103400,84.24804821,4694.7971542,17218,0.01385888,29511844100.2,5913,759,64040588
2017-10-12,1241,4086,1331448576,87.56,32783200,86.26859185,4305.50264423,21292,0.01383704,32654988120.7,6581,697,72339861
2017-10-13,1242,4609,1326717824,87.23,63578800,104.87791066,4459.1340868,30022,0.01382136,31008477131.1,7574,723,83550989
2017-10-14,1243,3795,1446051456,95.06,38886100,80.39794945,4472.28482261,17702,0.01380064,31187514262.8,5714,726,64085483
2017-10-15,1244,3680,1520302080,99.94,34188200,77.30187401,4429.41889231,17393,0.0137816,31200105387.7,5540,720,62209278
2017-10-16,1245,4070,1446093696,94.99,32185000,88.8271888,4434.87643831,19834,0.01376256,31384932079.7,6750,722,72583299
2017-10-17,1246,4598,1460865280,95.93,43866200,101.76068755,4373.18565062,24419,0.0137452,30820083416.7,7074,713,78781931
2017-10-18,1247,4269,1389046016,91.19,36277100,86.7401971,4331.63366708,19366,0.0137256,31112570186.3,6184,707,70497956
2017-10-19,1248,3865,1366063744,89.66,35302300,87.93145021,4203.34467514,18276,0.0137088,29759670464.5,6366,687,68702509
2017-10-20,1249,3921,1351989120,88.71,38260700,93.35632305,4393.21698788,18948,0.01369032,29459439901.5,6392,719,69339145
2017-10-21,1250,3531,1378287360,90.41,25267200,75.4206219437,4466.90984131,15948,0.01367072,28680244501.3,5348,732,59559999
2017-10-22,1251,3678,1344762880,88.18,27130000,80.07138424,4430.10300357,17186,0.01365056,29590159123.8,5552,727,62026493
2017-10-23,1252,4062,1319203072,86.48,26261800,92.79532712,4447.24984754,19922,0.01363432,29259378957.5,6803,731,73081849
2017-10-24,1253,4198,1299326080,85.16,42191100,90.40160093,4393.25691329,20475,0.01361416,30170682991.5,6776,723,73910632
2017-10-25,1254,4095,1350648576,88.49,59952100,87.01551298,4362.35985371,19535,0.01359456,31390290906.4,6373,719,70385553
2017-10-26,1255,4019,1346070784,88.17,23132200,80.7690029,4466.23659818,19092,0.01357496,31925077579.1,5965,737,67615215
2017-10-27,1256,3520,1352697728,88.58,27939000,81.98675436,4193.30715451,18806,0.01355928,31492373555.9,6370,693,66817327
2017-10-28,1257,3171,1327652864,86.91,25397400,69.91931055,4163.74335249,15352,0.01353912,29551004827.8,5515,689,58039778
2017-10-29,1258,3591,1318164352,86.27,38368700,75.445304,4562.8619449,17454,0.01352008,29256917604.3,5502,756,61553350
2017-10-30,1259,4365,1354087936,88.59,28179100,99.89594345,4230.59947846,22628,0.01350384,30463342392.6,7384,702,79602941
2017-10-31,1260,4130,1356839040,88.75,28704900,95.05999011,4374.54321177,21358,0.0134848,30080705033.3,7364,727,77428707
2017-11-01,1261,4476,1340363136,87.65,36899300,94.46350381,4297.43788194,21895,0.01346464,30299356133.4,6445,715,74231682
2017-11-02,1262,4296,1310391424,85.66,48608100,86.38669013,4099.21559602,22019,0.01344784,28777842400.8,6775,683,75285427
2017-11-03,1263,4406,1278075392,83.53,37321100,97.99499165,4411.95024758,20157,0.01343048,27084347422.6,6394,736,72770913
2017-11-04,1264,3275,1345357056,87.9,23011500,61.29633306,4118.76488677,16045,0.0134092,26462055831,5273,688,57389805
2017-11-05,1265,3508,1336785792,87.31,27619800,69.62498406,4459.35736209,17585,0.01339296,25831036719.6,6157,746,64904618
2017-11-06,1266,4985,1323540224,86.42,103722000,102.75946006,4447.08559818,24520,0.01337224,28171868394.9,6749,745,80175913
2017-11-07,1267,6032,1596748928,104.23,81253296,139.05830286,4022.15870684,30157,0.01335992,26866548312.5,8946,675,101731188
2017-11-08,1268,5211,1529554944,99.82,79822896,101.33048356,4404.7350669,27552,0.01333472,27095347703.6,8364,740,92263636
2017-11-09,1269,5747,1724819840,112.53,86864600,112.02527292,4231.58460574,30568,0.01332016,27742688751,8523,712,98119344
2017-11-10,1270,5312,1860393984,121.34,84614000,104.47202585,4541.09755578,26371,0.01330056,27860650098.1,8401,765,92498721
2017-11-11,1271,4807,1621798784,105.75,107708000,94.49525963,4042.68035056,26344,0.01328152,29446102713.4,7310,682,83209250
2017-11-12,1272,5715,1834629376,119.6,144948000,108.3414246,4528.78765577,30370,0.01326416,29115351900.6,7993,765,94585382
2017-11-13,1273,5730,1978843008,128.96,116200000,115.08620926,3983.15166765,33092,0.01324568,32488966293.6,9248,674,102840958
2017-11-14,1274,4092,1896985600,123.62,53544800,74.189663,4139.23901672,22192,0.01322888,27330356023.2,6036,701,69466853
2017-11-15,1275,4696,1876738432,122.24,49976700,87.09725523,4333.1433768,28978,0.0132076,28708921865,7396,735,83437306
2017-11-16,1276,4406,1861940480,121.24,74944096,85.91677461,4327.84836472,24296,0.01319136,29481095310.3,6270,735,73675291
2017-11-17,1277,4242,1843601280,120.01,47127700,84.35814369,4115.86172381,21471,0.01317232,30496814420.4,6944,700,75765439
2017-11-18,1278,4334,1945202944,126.6,62156400,79.65951809,4368.83328647,21194,0.01315328,29164346764.4,6432,744,72981235
2017-11-19,1279,4284,2009181952,130.72,42133000,79.32090336,4304.32291222,20086,0.0131348,29457176874.5,5877,734,68948693
2017-11-20,1280,5092,1990898688,129.5,59945400,95.24571162,4226.99783542,26947,0.01311576,31411718475.8,8068,722,89002643
2017-11-21,1281,5857,2093014656,136.1,72701504,138.50037869,4104.06415891,28867,0.013104,30928710876.7,8017,702,94673287
2017-11-22,1282,7741,2184932608,142.08,189472000,164.2434566,4436.94329254,37217,0.0130816,31674642409,10253,760,122648775
2017-11-23,1283,6429,2555945216,166.11,109392000,149.66495868,4104.22480659,34366,0.01306704,33335109367.2,9292,704,108076872
2017-11-24,1284,5845,2441328128,158.62,69178000,145.89208898,4283.82044944,30286,0.01304912,32610708292,8516,736,97885778
2017-11-25,1285,5464,2463191296,159.99,64076700,134.51922662,3994.47156615,25401,0.01303148,33104149672.5,7881,687,90121389
2017-11-26,1286,4884,2595917312,168.57,61100400,96.62410534,4286.00471687,23567,0.01300992,33407017830.2,6876,738,79964125
2017-11-27,1287,6160,2509518336,162.92,81489696,129.92856284,4122.40832787,29775,0.01299368,32707743564.7,9275,711,104330986
2017-11-28,1288,7213,2701723136,175.35,179179008,134.41410295,4227.00933536,37517,0.0129752,33238433281.3,9251,730,113792744
2017-11-29,1289,7783,3142678016,203.91,178828000,141.82612177,4127.98449883,38895,0.0129556,33228960848.1,10878,714,127093925
2017-11-30,1290,6468,2627494912,170.49,128112000,114.60434768,4163.98974769,30577,0.01293712,32419912357.3,8885,721,104251568
2017-12-01,1291,5916,2771376128,179.72,70430496,127.55852514,4186.84248568,27762,0.01292256,32550863128.9,8061,726,94793597
2017-12-02,1292,5201,2943520256,190.83,80791104,107.52997876,4301.34104394,25364,0.01290296,33804312075.5,7754,747,87521263
2017-12-03,1293,6970,3137681408,203.37,111303000,162.70053275,4237.20536705,32836,0.01288672,34843025021.5,10098,737,115076738
2017-12-04,1294,5983,3079849216,199.56,74534400,127.836020286,4054.60799775,27085,0.0128688,36814573307.4,8210,706,95807879
2017-12-05,1295,8674,3258361088,211.13,352326016,186.05344447,4024.75752446,40788,0.01285032,36561966007,11586,702,137539089
2017-12-06,1296,10833,4140769536,268.16,543884032,218.687263965,4544.83660122,54418,0.01282624,38636041943,14276,794,171694091
2017-12-07,1297,8662,4291847936,277.87,299528000,166.2961954,4499.3492111,41103,0.01281056,45917049794.1,11750,787,138327478
2017-12-08,1298,6140,4346001408,281.31,201496992,114.52301912,3677.68151536,33078,0.01279488,47079050186,8000,644,97864805
2017-12-09,1299,5027,4283545600,277.27,161152000,93.71595586,4283.27404005,22846,0.0127764,44272139452.3,7472,751,83630107
2017-12-10,1300,4854,4061590784,262.9,142120000,101.70784818,4151.32334891,23100,0.01276184,45310214248.2,7354,729,82298662
2017-12-11,1301,6023,3784311552,244.95,152496992,117.98269273,3975.6036547,29742,0.01274448,45602769812.7,8276,699,97102841
2017-12-12,1302,7468,4348816384,281.49,271785984,140.11050104,4180.19653128,35066,0.01272544,45163391143.3,10794,736,123162392
2017-12-13,1303,8230,4749580288,307.43,248583008,171.20174454,3889.49455476,43335,0.01270696,45683689907,12142,686,138975935
2017-12-14,1304,7562,4692813824,303.26,261052992,154.30893778,4082.91991515,34203,0.01269128,44009932774.5,11018,721,124755398
2017-12-15,1305,7106,5039873024,325.61,163054000,139.69277252,4468.59186961,30677,0.0126728,47094351218.8,9247,790,110125382
2017-12-16,1306,6314,4839756288,312.61,164860992,116.68118348,4174.10486378,29398,0.01265264,52884309752.3,8558,739,100630925
2017-12-17,1307,7311,5078922752,328.06,278704992,148.09736871,4116.8085401,35813,0.01263584,56014598853.9,10167,730,118217193
2017-12-18,1308,7245,5469406208,353.07,217306000,141.88227197,4020.95863192,32739,0.01261792,55132155445,9867,714,115158269
2017-12-19,1309,8498,5904693248,381.07,317292000,170.459483798,4054.01667493,39110,0.01260112,55456840607.5,11793,721,136828223
2017-12-20,1310,10689,5823296000,375.71,498648000,278.40875046,4127.38980907,49869,0.01258432,56118583489.5,12808,735,160575109
2017-12-21,1311,9425,7291034112,470.29,354020992,429.2931616,3823.79250775,41177,0.01256696,56787683897.4,12818,682,149187911
2017-12-22,1312,6469,6504916480,419.53,334616992,253.58540591,4222.85421244,28833,0.01255184,57066083428.9,9154,754,104962202
2017-12-23,1313,5475,5423158784,349.76,190116992,186.87810789,4145.03747996,24059,0.01253112,58462096989.1,7442,741,86851677
2017-12-24,1314,4473,6062806528,391.02,134675008,155.04881127,3926.65964415,28103,0.01251488,62249384950.9,6551,703,77405051
2017-12-25,1315,4403,5271817216,339.69,119632000,127.55518581,3994.41660416,19084,0.01250032,58359663542.1,6476,716,72680957
2017-12-26,1316,5969,5605310976,361.08,161342000,170.90370771,4072.02521419,31987,0.01248184,58417213688.8,8869,731,101621329
2017-12-27,1317,7805,5920710144,381.3,250742000,227.18157339,4104.73408815,36511,0.01246392,59913756478.1,11804,738,131588223
2017-12-28,1318,6330,6561213952,422.51,162716992,190.2394904,4055.06248161,28780,0.01244768,62386120895.3,9318,730,105040197
2017-12-29,1319,6827,5921341952,381.3,173824992,201.748927248,4176.55410876,31002,0.01242864,66161421596.2,9504,753,110145465
2017-12-30,1320,5954,5882184704,378.52,140463008,152.117621884,3766.4923767,28115,0.01241128,67857959062,8736,680,99111364
2017-12-31,1321,5306,5113907200,329,101667000,142.465807379,4093.59940982,25191,0.01239504,64945130852.9,7869,740,88941724
2018-01-01,1322,4884,5434337792,349.55,110244000,129.064498764,3862.03803785,21944,0.01237656,67760879744.8,6845,699,78991774
2018-01-02,1323,6724,5582207488,359.06,224768992,190.66704639,4270.23294131,31259,0.01236144,67439603202,8815,774,105490070
2018-01-03,1324,7451,5953924096,382.74,180190000,174.94554581,3834.34639319,32148,0.01234128,71853905559.2,9691,696,115621314
2018-01-04,1325,7070,6448110592,414.41,166108000,181.495928452,3867.65523827,32200,0.01232616,70126035670.3,9185,703,110243115
2018-01-05,1326,6678,6262553600,402.38,182618000,176.161230658,4141.89870644,35855,0.01230936,71552941411.7,9393,754,110063945
2018-01-06,1327,7278,5999260160,385.36,235391008,224.4866486,3866.6539854,31537,0.0122976,69831165867.6,9346,705,111823688
2018-01-07,1328,7560,7103000064,456.15,262443008,220.24825045,3966.43471412,35051,0.01227744,68988769530.7,10478,724,121982872
2018-01-08,1329,6735,7139006464,458.35,220924000,196.61703849,3582.42118334,30570,0.01226008,66717499190.4,9571,655,109938555
2018-01-09,1330,8204,6289414144,403.71,522438016,241.69997458,4218.49550827,39176,0.0122444,64180245587.6,10659,772,128548098
2018-01-10,1331,6521,6439824896,413.25,265152000,192.72997215,3978.04759831,30947,0.01222704,72164052081.7,8417,729,101568815
2018-01-11,1332,5432,6329787904,406.08,187722000,174.84503575,3988.754573,24895,0.01220912,70888298242.7,8205,732,91529715
2018-01-12,1333,4627,5591318528,358.62,158188992,129.065862823,3880.23130028,20152,0.01219176,74556206051.7,6389,713,73972577
2018-01-13,1334,5879,6129537024,393.04,248704992,169.436840268,4014.61160326,27516,0.01217552,74483589963.6,8581,739,97701482
2018-01-14,1335,4740,6556932608,420.34,180678000,115.95975368,3912.97317425,22602,0.01215592,75708069630.5,6547,721,76621525
2018-01-15,1336,5851,6179111936,396.02,264782000,136.396327227,3967.03109806,26215,0.01214024,81356206361.2,7738,732,91999130
2018-01-16,1337,5921,6491453440,415.93,283036000,222.742959265,3863.87249122,26378,0.01212344,81244189549.9,7692,714,92446897
2018-01-17,1338,5247,4978846208,318.93,192936992,165.191731466,3587.74948228,25331,0.01210776,75273715239.8,7559,664,87027396
2018-01-18,1339,5368,5005990912,320.6,152851008,139.855870608,4048.1056735,23853,0.01208984,71871544582.7,7261,750,85291241
2018-01-19,1340,5316,4906340864,314.13,199852000,143.273285721,4117.21017191,27922,0.01207248,77402831268.6,7870,764,89685412
2018-01-20,1341,5255,5743454720,367.64,240595008,140.90765145,3315.42182337,26838,0.01205904,77128214012.7,6894,616,83945265
2018-01-21,1342,5244,6008717824,384.53,126395000,138.449200411,4176.15461395,22795,0.01204336,67944312534.3,7484,777,85372998
2018-01-22,1343,4991,5453550080,348.91,116893000,146.609976937,3762.85814031,22222,0.01202488,74117393618.8,6955,701,80596628
2018-01-23,1344,4920,4929475584,315.3,116898000,185.32614221,3910.79918017,21593,0.01201396,72728637490,7759,730,84489349
2018-01-24,1345,5224,4830945280,308.92,92263600,165.962765899,3969.45043813,27161,0.01199856,74648885195.4,7379,742,86403380
2018-01-25,1346,4410,5039373824,322.17,76537296,123.708741107,3554.68253205,19749,0.01197672,76415492559.8,6231,665,71718958
2018-01-26,1347,4501,4953260032,316.6,91052800,121.145734344,4114.99145483,23480,0.0119616,70564715050.1,6446,771,75153489
2018-01-27,1348,3990,5090877440,325.3,66614100,101.300881971,3507.30244692,17973,0.01194312,75435670417.6,5736,658,65527583
2018-01-28,1349,4622,5055337984,322.96,75700896,125.415825753,4136.92928822,19945,0.01192688,70810111135,6364,777,73967414
2018-01-29,1350,4601,5194673664,331.77,55323000,121.832127474,3944.83057349,19687,0.01190896,77995113678.9,6354,742,73491824
2018-01-30,1351,5249,4970190848,317.36,93182600,182.433305669,3980.47379526,24855,0.01189272,85462783362.5,7892,750,88815918
2018-01-31,1352,5237,4306286592,274.9,67649504,226.484443449,3863.42437579,22140,0.01187872,88336320888.5,6972,729,81933002
2018-02-01,1353,5044,4291335168,273.88,73082704,167.146323949,3932.65404882,21437,0.01185912,96770277303.6,6594,743,78271591
2018-02-02,1354,5301,3774697472,240.84,122696000,188.633059203,3609.53619602,36539,0.011844,96243914188.9,6890,683,87876732
2018-02-03,1355,3831,3707606016,236.51,55887100,119.35710821,4133.26902445,16006,0.01182608,98179095068.8,5508,783,62277577
2018-02-04,1356,3984,3951032576,251.97,48981700,123.339281655,3505.16295006,18061,0.01180984,103140545393,5893,665,66428353
2018-02-05,1357,4409,3435454464,219.04,77454496,129.651824768,3769.68536666,19155,0.01179472,91671538851.8,5803,716,68927757
2018-02-06,1358,4596,2837432064,180.87,100344000,141.709574807,3910.7408837,20400,0.01177848,94481799214.2,6100,744,72316929
2018-02-07,1359,4220,3306781952,210.73,64730900,122.040202494,4105.30822276,19484,0.01176224,98881624823.8,5767,782,67536103
2018-02-08,1360,3082,3261223168,207.77,81312200,82.4538096622,3869.2082267,13962,0.01174264,118665048314,4234,738,49498955
2018-02-09,1361,3839,3890812416,247.82,77557200,103.575720497,3543.99900095,19692,0.0117292,123134227333,5124,677,61889589
2018-02-10,1362,3897,4092073728,260.59,76435296,109.271139142,3628.78903966,16442,0.01171184,111759021301,5371,694,62337239
2018-02-11,1363,3623,3917972736,249.44,51680100,101.359340172,3941.14177369,15059,0.01169728,106726084510,4799,755,56422469
2018-02-12,1364,4056,3611417344,229.87,45760100,91.8215875569,3785.47935748,17398,0.0116788,113930861186,5239,726,62965639
2018-02-13,1365,3966,3897148160,247.99,46476400,94.715113471,3941.67343471,16866,0.01166368,121384576263,5175,757,61926091
2018-02-14,1366,4627,3683457024,234.34,116137000,98.775845566,3590.97226805,18843,0.01164968,123455317349,5656,691,69394372
2018-02-15,1367,3902,4340620800,276.08,85772704,57.0708808249,3463.81765523,16724,0.01163176,112380495771,5149,667,61047060
2018-02-16,1368,4028,4733642240,301.01,64320200,72.6542990301,3665.61346071,16648,0.01161776,98760055344.8,5439,707,63397759
2018-02-17,1369,3790,4655823872,296,134268992,63.508403224,3945.56853723,16439,0.01160096,105885933125,5021,762,59277627
2018-02-18,1370,3406,5128418304,325.96,68135104,59.0686243229,3722.87072503,14687,0.01158584,112838040969,4391,720,52674717
2018-02-19,1371,4043,4716457984,299.7,67482400,67.5899285504,3609.30571583,16866,0.01156848,109550995142,5088,699,61552704
2018-02-20,1372,4638,4989713408,316.99,71114704,81.0728490871,3861.80408879,28785,0.0115528,113458310205,5728,749,74141654
2018-02-21,1373,4551,4761035776,302.39,169590000,66.1600838977,3790.47931685,20668,0.01153544,119639853743,5796,736,70534985
2018-02-22,1374,4156,5049377280,320.63,103123000,83.2528292946,3418.55617668,18742,0.01152144,121728530598,5245,665,63890452
2018-02-23,1375,3319,4416885248,280.41,89026304,46.0886197564,3770.24938885,15577,0.01150352,108115907807,4492,734,52902784
2018-02-24,1376,2875,4500972544,285.68,62206300,41.52424547,3893.15491016,12362,0.0114884,112241624435,4193,759,47385677
2018-02-25,1377,2913,4302822400,273.03,33676300,46.5643712549,3620.88706823,13024,0.01147216,118226193306,3899,707,46130265
2018-02-26,1378,4170,4449614848,282.28,53939200,65.58850832,3487.98500579,17510,0.01145704,113367439578,5203,682,63230196
2018-02-27,1379,4864,4652026368,295.06,64821400,89.8011611331,3446.71774207,21033,0.01144416,104967546081,6105,675,74239886
2018-02-28,1380,3922,4755313664,301.54,47981800,54.4793139105,3984.32684752,19176,0.01142512,101806470548,5116,781,61926417
2018-03-01,1381,4172,4511848448,286.03,62044300,66.5440987405,3631.51254467,19824,0.01140888,114212435511,5682,713,67112589
2018-03-02,1382,5262,4946553344,313.52,170634000,85.277656776,3417.84953402,23390,0.01139488,106520391477,6261,672,78527253
2018-03-03,1383,5398,5460594176,346.02,196022000,85.0001017176,3967.15704733,25444,0.01137752,106147879689,6958,781,84271664
2018-03-04,1384,5099,5552317440,351.75,123113000,82.6669595747,3798.667553,21569,0.01135848,117457927903,5982,749,74902505
2018-03-05,1385,5670,5827041792,369.06,130898000,80.5239329051,3287.78369355,25527,0.01134448,121704273653,6860,649,85521438
2018-03-06,1386,5284,5825447424,368.89,93212704,70.5868476701,3632.83506227,26160,0.01132824,106863133175,6431,718,80717743
2018-03-07,1387,4737,5469109248,346.24,162103008,73.3863780013,3930.20588974,20070,0.01131368,113339517867,5868,778,71620230
2018-03-08,1388,4464,5342305280,338.13,128424000,80.9676426901,3555.11763453,18027,0.01130024,124156219625,5590,705,67306874
2018-03-09,1389,4147,4387038720,277.61,155072000,55.6487181269,3668.04823487,18219,0.01128512,116094272941,5203,728,63414936
2018-03-10,1390,3440,4595402752,290.72,78431696,52.6796549295,3496.49450733,14934,0.01126832,123734641500,4473,695,53472314
2018-03-11,1391,3152,4058005504,256.67,73755400,49.5048431518,3491.71488482,14212,0.01125264,113500245388,4259,695,50201876
2018-03-12,1392,4290,4466335232,282.43,66680300,70.0657510803,3667.5608248,17237,0.01123808,113092836989,5358,731,64735825
2018-03-13,1393,4112,4084442368,258.22,69264496,57.6356512199,3833.36271996,20230,0.0112196,117105920792,5244,765,64352988
2018-03-14,1394,4087,3928669696,248.32,75383296,57.0176743093,3462.70953723,17204,0.01120728,122088406775,5186,692,62701904
2018-03-15,1395,3679,3415549184,215.84,75798000,50.9913688117,3333.32371794,15404,0.01119216,113137011255,4813,667,57188941
2018-03-16,1396,3083,3374767872,213.21,62972500,41.7013318761,3812.99555632,13478,0.01117592,109816002255,4112,764,48661562
2018-03-17,1397,2785,3411597824,215.49,48877500,36.2111856817,3658.10641394,12998,0.011158,116439510324,3858,734,45164900
2018-03-18,1398,3300,3126386432,197.43,75859904,45.4341036588,3563.36644568,14616,0.01114456,121330446868,4355,716,51967700
2018-03-19,1399,3604,3331518464,210.33,67314400,48.377588821,3424.4337345,15730,0.01113,120586514533,4553,689,55387334
2018-03-20,1400,3727,3452766464,217.94,60005900,49.0809556178,3781.99960494,15414,0.0111132,118238612526,4757,762,57100502
2018-03-21,1401,4273,3553746944,224.26,57121400,56.5566196435,3647.56542705,18109,0.01110144,115368766243,5392,736,65523488
2018-03-22,1402,3554,3464171520,218.56,40394500,45.8466421558,3528.79365951,15041,0.01108128,129333612368,4690,713,55665574
2018-03-23,1403,3312,3368355328,212.47,39365700,41.2847128132,3410.42744043,13900,0.01106616,128100831356,4272,690,51047841
