date,index,txCount,marketcap(USD),price(USD),exchangeVolume(USD),fees,generatedCoins,activeAddresses,medianFee,averageDifficulty,paymentCount,blockCount,blockSize
2014-05-21,1,347,2079640,2.47,246540,0.000468826264,23625.7903198,48255,0.000001289769,104812428629,30693,1430,4089846
2014-05-22,2,477,1371470,1.59,132918,0.000657220138,22666.1091519,101585,0.000001330447,97759566.8894,77897,1401,6838373
2014-05-23,3,661,1816200,2.05,266852,0.000911483436,23167.7956052,118412,0.000001333303,99181359.6247,78276,1447,8499038
2014-05-24,4,1026,2653720,2.92,248028,0.002842246267,24975.8373414,167516,0.0000012798,130468591315,117383,1599,12588343
2014-05-25,5,1486,3774890,4.04,283545,0.002369143303,20133.313716,162895,0.0000011727075,145871208534,102566,1362,13957477
2014-05-26,6,1985,3070190,3.22,220148,0.014979522317,21236.7283498,273991,0.000001,140766538174,203749,1490,17545340
2014-05-27,7,2084,2958060,3.03,97603,3.04746212718,21302.6208872,246233,0.0000011720355,164342431021,149162,1511,18136422
2014-05-28,8,1341,2231880,2.24,177716,4.99131557173,24305.3341399,117810,0.005151329006,209742783114,70700,1531,8688239
2014-05-29,9,1862,2251030,2.21,109157,6.11866208503,20042.8486729,112694,0.005000172716,210795340141,65294,1290,8238290
2014-05-30,10,1396,1742630,1.68,119296,5.73523327804,23352.4411997,96809,0.005068195348,162978948527,59201,1430,7552070
2014-05-31,11,1071,1675440,1.58,117399,5.12380070104,26268.4725099,103182,0.00546,185088636.47,54882,1607,7823659
2014-06-01,12,1150,2111850,1.94,130602,5.49229620917,23103.3780211,102051,0.005473742726,261133131137,62008,1439,7900506
2014-06-02,13,1493,1964820,1.76,47672,8.26006948906,22811.0128622,95086,0.00564,226714411824,63189,1387,6227820
2014-06-03,14,2084,1966370,1.73,91332,11.752766976,23083.0253993,124655,0.00567,234513962.49,73704,1432,9741537
2014-06-04,15,2256,2238440,1.93,51886,13.0910605947,24583.6422659,140202,0.0057211551095,228184448288,89488,1519,10268772
2014-06-05,16,2582,2000103.33333,1.7,49319.6666667,14.3678023443,21992.6395304,197591,0.00565,248133262089,133997,1366,12405702
2014-06-06,17,3056,1761766.66667,1.47,46753.3333333,16.7579042011,22828.0838587,251639,0.0056607176945,246171894813,172909,1429,15496464
2014-06-07,18,2156,1523430,1.24,44187,12.4380620699,22557.924894,212294,0.005728560324,221904132333,153474,1413,12953851
2014-06-08,19,2434,1702900,1.36,40634,13.6288046815,22983.8943081,230961,0.0056775378445,228051232656,168058,1431,13585434
2014-06-09,20,2661,1697580,1.33,56500,14.5268217814,22759.2689002,284362,0.0057,215808429351,202384,1434,16822499
2014-06-10,21,2927,1917820,1.48,182599,15.9074534792,25117.2696697,291204,0.005668804446,238279836089,189425,1581,19002693
2014-06-11,22,3051,2279840,1.72,85735,18.7265404235,20798.1266404,228188,0.00578,284750265384,151648,1329,14551692
2014-06-12,23,4588,2174900,1.62,108619,28.9363683172,23517.4805809,342884,0.005808634478,275264767224,238799,1509,20598164
2014-06-13,24,5478,2257650,1.65,84237,34.6814071043,23229.9815291,415863,0.0058,309330885825,290600,1478,24872417
2014-06-14,25,5432,2677530,1.93,276919,42.229096636,24260.1101317,430558,0.0058287440395,350543883739,256248,1522,29012454
2014-06-15,26,5401,3288170,2.32,150652,36.4432868527,21016.3751769,440508,0.005809251016,398915299589,281816,1315,28510530
2014-06-16,27,4876,3905660,2.72,438776,38.0330704794,24372.7039544,368398,0.0058031672625,390814585357,175806,1537,29876645
2014-06-17,28,4042,4601540,3.15,228445,27.7641348516,22836.0138496,226198,0.00583,405606844855,108719,1430,17587359
2014-06-18,29,3776,4304890,2.9,183102,78.4720280595,23229.4112528,196332,0.00588,465032184952,110220,1448,13802835
2014-06-19,30,4074,4188790,2.78,283962,29.0746418786,24146.9484528,237057,0.00586,477430973.54,123300,1507,17445640
2014-06-20,31,2658,4844000,3.17,543764,17.7255789772,23271.114609,192028,0.005839641553,520939071808,91139,1455,14982189
2014-06-21,32,3499,6730580,4.33,723077,23.5780405833,24028.4003651,270325,0.005849368197,641327458483,136443,1513,19965454
2014-06-22,33,2780,7853920,4.98,491984,18.6350149803,24286.1726563,202286,0.005860018494,719963244336,113783,1521,14251854
2014-06-23,34,3048,6851250,4.28,433301,21.5535874165,22037.98903,182344,0.0059010904805,773134891318,52216,1396,16390408
2014-06-24,35,2742,6374590,3.93,150995,18.8722521046,22458.0608413,148651,0.0058060070705,768620059407,57409,1414,12471795
2014-06-25,36,2403,5313820,3.23,217183,16.5202398797,22474.351194,106860,0.005748858936,686916914694,45120,1407,9070042
2014-06-26,37,2319,5471230,3.28,117740,15.8871040847,23332.8999567,108559,0.005735541296,743510913245,43555,1464,9139093
2014-06-27,38,2088,5044180,2.98,250643,14.4711031793,23130.2059741,94736,0.00574069037,720773934273,37615,1452,8017650
2014-06-28,39,1791,3997740,2.32,184970,12.5184184397,22606.8779905,77570,0.005776685388,742852110337,33942,1420,6571560
2014-06-29,40,1846,4434960,2.55,138511,12.9273213892,23359.3334787,78138,0.005786850171,783624507616,35013,1469,6429941
2014-06-30,41,1998,4484350,2.55,124575,13.9085087608,23124.908641,89291,0.0058214479635,765112535933,35357,1458,7667558
2014-07-01,42,1901,4470350,2.51,98540,13.4070319597,23221.5835703,76938,0.005824709226,838708786346,34901,1464,6354083
2014-07-02,43,1774,4225600,2.34,101095,13.0075882067,22222.8646463,74434,0.0059611356745,842806485245,30015,1404,6367098
2014-07-03,44,1878,4217730,2.31,168532,13.4667565078,22959.3782048,80783,0.0058639572135,818971509964,27091,1454,7222002
2014-07-04,45,1788,4899760,2.64,148555,12.8828723349,22981.9611962,73162,0.00589533176,845340848788,32842,1455,6003675
2014-07-05,46,1618,4956910,2.64,68525,11.3624746243,23276.0867187,66333,0.005826833024,876066657904,33042,1475,5270615
2014-07-06,47,1678,4690900,2.47,77663,12.0309150718,22160.7549783,72733,0.005879962593,926640219173,33080,1407,6108269
2014-07-07,48,1915,4609840,2.4,111370,13.490081883,22060.1749323,75250,0.005770336652,886561208767,33036,1404,6257240
2014-07-08,49,1850,3851290,1.98,94993,13.4032729874,22466.6808283,75523,0.005970153321,789119597591,32126,1431,6313823
2014-07-09,50,1671,4518280,2.3,69554,12.2189901923,22490.1743311,71088,0.005950043479,763382167126,32517,1434,5972573
2014-07-10,51,1570,4033590,2.03,89099,11.978254204,22602.0223528,66885,0.006759757022,768189204.65,29624,1443,5893803
2014-07-11,52,1760,3746700,1.86,116666,13.5578125046,22269.1929844,73072,7,789385281044,30201,1424,6487654
2014-07-12,53,1401,3648870,1.79,65375,10.5564899792,22542.0636534,61977,0.006632915073,745362919776,28447,1444,5476795
2014-07-13,54,1754,3562450,1.73,122049,43.4980759273,22307.8001229,80564,0.0069338485255,686783840528,29576,1432,7408735
2014-07-14,55,1538,3716450,1.79,100284,12.0332185528,22140.7851207,62634,0.0070918651645,781050948247,25446,1421,5738369
2014-07-15,56,1950,4096760,1.95,136205,14.1013223231,22401.8978135,79138,0.005971368855,748982297391,31004,1445,7043621
2014-07-16,57,2417,4585570,2.16,353430,17.6828179812,23117.7433792,100734,0.00597,784395301958,32773,1492,9270768
2014-07-17,58,2603,5804450,2.71,503684,35.1844373621,22873.2402981,116602,0.00641395583,950100807288,30789,1479,11406283
2014-07-18,59,2186,6577180,3.03,348336,16.7211191092,22308.8843461,90022,0.0067872353825,1036151200.82,31607,1442,8228166
2014-07-19,60,1905,5680000,2.59,169471,14.3554641277,22320.7582175,72419,0.006567200883,1000135574.89,30043,1444,6566869
2014-07-20,61,1944,6372740,2.88,116853,14.6611443978,22368.5491669,72047,0.006819471637,1032915790.68,35087,1448,6267278
2014-07-21,62,2153,5978470,2.67,243140,33.5550561734,21916.329018,84688,0.00700640898,1037119925.79,32907,1421,7802705
2014-07-22,63,2105,6966760,3.09,262049,16.0822591563,22393.2545559,80747,7,1061550105.31,33707,1454,7157456
2014-07-23,64,2243,7296220,3.2,274946,17.2360039999,22555.1377958,79879,7,1072157256.64,36536,1466,6976149
2014-07-24,65,2101,6717400,2.92,292547,20.6666928179,21561.1417205,68203,0.008539252416,1092637808.54,29648,1403,6202514
2014-07-25,66,2156,5500730,2.37,182887,19.7956370068,22395.7046388,73152,6,1129645039.73,35221,1460,6403607
2014-07-26,67,1958,6327920,2.7,125320,14.5046811156,22185.3021602,67073,0.0062710900005,1121603357.57,33137,1447,5822781
2014-07-27,68,2008,6211480,2.62,111827,21.3691116854,21765.8689681,72049,0.005986055,1173566772.3,34325,1423,6247614
2014-07-28,69,2138,6102470,2.55,141903,20.6117982505,21998.4230612,78114,0.00612769849,1134655145.5,38095,1440,6651505
2014-07-29,70,2492,6507970,2.7,272756,18.3715373166,22311.2672659,97982,0.006073545,1192188038.32,41215,1463,8467173
2014-07-30,71,2222,6374650,2.62,79830,16.3421950902,21544.4155287,85788,0.006296279605,1163816563.47,39687,1414,7282089
2014-07-31,72,2118,6187770,2.52,111065,23.1058384084,22513.067184,91272,7,1182148559.27,41374,1480,7797804
2014-08-01,73,1822,6361190,2.57,145177,15.6092475231,21707.0029307,84833,0.0066901234035,1223903094.07,32816,1430,7598177
2014-08-02,74,1667,6665580,2.67,101031,12.3562552979,21396.6773954,69461,0.006581220001,1213657321.77,36125,1410,5874517
2014-08-03,75,1687,6295750,2.5,144327,12.0901329469,21796.5719799,74375,6,1205582931.09,37492,1438,6525566
2014-08-04,76,1944,5992660,2.36,234647,14.4056092076,21605.0007662,82966,0.0064186311055,1233773547.24,35281,1429,7805185
2014-08-05,77,1560,5154370,2.01,94391,11.4172475052,21708.9292382,63494,0.0064341459435,1150835218.87,32408,1436,5691086
2014-08-06,78,1919,5698660,2.2,76411,14.081955242,21920.0957104,72768,0.00622636638,1176723816.82,36224,1455,8813240
2014-08-07,79,1525,5713790,2.19,88304,11.1140087571,20980.3193436,68560,0.00625838,1172599157.82,33269,1392,5997034
2014-08-08,80,1614,5636120,2.14,87502,12.0143789458,22056.342242,71013,0.00624204,1207752796.85,32461,1466,6506076
2014-08-09,81,1645,5760020,2.17,72351,12.0564881604,22092.306792,75798,0.00646631,1225309048.97,35606,1471,6875186
2014-08-10,82,1533,5482750,2.05,80847,11.4025436325,19784.4736542,64415,0.00672614,1210039796.28,32416,1318,5660562
2014-08-11,83,1953,5505760,2.04,132234,14.6848290256,22839.528948,81513,0.00671284,1158260547.23,39256,1524,7330892
2014-08-12,84,1905,5649600,2.08,114580,13.9997443274,21243.1169961,89618,6,1203764542.5,37955,1422,8426863
2014-08-13,85,1695,5465790,2,89506,12.6548421699,21769.0594774,68095,0.0067213,1232851977.76,34292,1457,7108207
2014-08-14,86,1961,5280750,1.91,99815,15.0224181261,20445.1809575,99395,0.007499370001,1167846070.25,32894,1372,10368293
2014-08-15,87,1641,4932750,1.78,182760,21.5679678959,21791.436815,69718,0.006976133547,1172411565.7,34128,1463,7006013
2014-08-16,88,1589,4413540,1.59,82703,14.4814740114,21133.3937066,64896,6,1138429079.79,33602,1419,6081296
2014-08-17,89,1597,4447240,1.6,72244,11.674949402,20891.3956075,68759,0.006569410002,1132035657.09,34176,1405,6229483
2014-08-18,90,1787,4074930,1.47,108222,14.2536853367,21660.2223114,76374,0.00633103,1092350728.76,34085,1460,7432355
2014-08-19,91,1804,4013520,1.45,98273,13.9344701012,21086.9689718,73108,0.0065085099995,1083945168.99,36875,1422,6944864
2014-08-20,92,2354,4795780,1.66,286655,17.104539395,21121.3653784,103912,6,1060826317.68,38450,1430,10215174
2014-08-21,93,1855,5337170,1.84,141302,13.8210790595,21788.1641269,81513,7,1112316059.86,36411,1474,7743435
2014-08-22,94,1902,5331550,1.82,118268,13.9955685159,21429.2969776,73204,0.0066382397135,1274296119.23,37358,1453,7031020
2014-08-23,95,3255,5236920,1.78,81316,28.4525327123,21058.8583175,81264,0.01,1276461408.12,42940,1437,21149443
2014-08-24,96,2708,5377400,1.81,113086,64.1080561262,21902.4251486,74308,0.01,1353449313.06,30497,1491,18108865
2014-08-25,97,1688,5843100,1.95,179315,100.773591565,20644.5457174,70306,0.01,1457372624.73,22208,1405,6864496
2014-08-26,98,1308,6291750,2.09,191411,98.9565618408,21358.0111903,51084,0.1,1407621070.8,20185,1454,4929985
2014-08-27,99,1129,6098760,2.01,125364,80.8867727075,20292.747378,53643,0.1,1407077738.2,20767,1384,5444300
2014-08-28,100,1294,6110120,2,246829,90.9922060716,21532.2546613,54870,0.1,1405083599.42,20421,1471,5755556
2014-08-29,101,1244,6708610,2.18,219724,82.7221792855,21284.0968012,53650,0.01,1421908087.2,17970,1455,5270674
2014-08-30,102,1330,6832530,2.21,270668,97.7308463037,21341.5674965,57599,0.1,1533501577.78,20715,1461,5443069
2014-08-31,103,1387,7577360,2.43,308396,110.006216546,20028.0784093,68720,0.1,1549573822.41,23646,1374,6502455
2014-09-01,104,1258,6827450,2.17,268279,98.017996275,21031.0738006,52864,0.1,1415283589.37,25480,1443,4864805
2014-09-02,105,1205,6464120,2.05,218797,109.32002428,20600.6171744,59367,0.1,1405605276.12,25586,1416,5530211
2014-09-03,106,2856,6205680,1.95,153437,276.273549198,20369.1670444,229678,0.1001675,1393304227.3,131358,1415,25393355
2014-09-04,107,1967,6507160,2.03,186620,135.907381552,21126.9907213,118944,0.1,1280809444.97,63728,1458,13980444
2014-09-05,108,893,6595670,2.05,168193,88.2285513112,20900.6184592,43197,0.100008239999,1314644246.07,18233,1442,3971238
2014-09-06,109,885,6411200,1.98,120274,94.3216161013,20934.3082512,44671,0.101461526797,1435733673.53,22724,1446,3866066
2014-09-07,110,888,6324720,1.94,151671,98.9349232411,21386.7162433,44037,0.100861161126,1479217544.91,21353,1479,3847525
2014-09-08,111,911,6166130,1.88,158829,97.0608630743,19860.4713854,49474,0.10137914,1472550247.04,20674,1376,4529679
2014-09-09,112,962,6200410,1.88,129058,109.488180351,20654.8667162,46719,0.100852054396,1417321967.35,19605,1433,4261313
2014-09-10,113,1158,5876080,1.77,280005,126.088902465,20318.0811277,52179,0.100605386901,1361266226.31,23326,1411,4582813
2014-09-11,114,1058,6583810,1.97,173065,115.414244159,20567.2387074,47166,0.100467249997,1378232666.83,21528,1430,4164553
2014-09-12,115,947,6544780,1.94,166282,101.792890872,20913.9920949,45121,0.100663395448,1390775872.97,21421,1456,4056017
2014-09-13,116,837,6365210,1.88,156820,96.1184110329,20799.7275863,45723,0.104705519825,1532566430.05,22998,1450,3889614
2014-09-14,117,804,6308010,1.85,123269,95.8546857386,21156.8680595,41946,0.100317049508,1543447971.11,22314,1477,3566085
2014-09-15,118,912,6241990,1.82,132403,101.211411533,19652.5271825,46149,0.101381242938,1549332379.01,22102,1375,4466589
2014-09-16,119,1090,6557510,1.9,149855,119.88058194,20656.3542396,57408,0.100548056738,1430921426.71,23301,1447,5628902
2014-09-17,120,1045,6389740,1.84,291633,117.141526701,20041.5003465,59428,0.102070351799,1425123222.95,21289,1407,6307864
2014-09-18,121,958,6076160,1.74,253082,108.087748852,20202.0844377,53245,0.103629202131,1313155924.38,21085,1419,5467306
2014-09-19,122,942,5503840,1.57,171739,109.62516701,20653.7496569,47704,0.106654563433,1347147949.36,22649,1453,5063474
2014-09-20,123,868,5094260,1.44,362626,107.997911295,20657.9504964,40171,0.103170824088,1383747821.16,20901,1455,4312620
2014-09-21,124,1118,4502750,1.27,239591,129.917764373,19527.5032667,66655,0.10199323096,1438714841.42,21609,1378,7129146
2014-09-22,125,883,4552650,1.27,137822,94.4190618422,19832.1678246,40227,0.1,1236418028.24,18684,1400,3808975
2014-09-23,126,1006,4526380,1.26,205229,108.10255686,20519.730404,43421,0.1,1253387325.46,19121,1451,4569082
2014-09-24,127,622,5285770,1.46,122748,53.3555452798,20139.1626876,27360,0.1,1214647981.79,8606,1426,3203552
2014-09-25,128,884,5441180,1.5,126179,88.2293706297,19983.811792,33652,0.1,1135180325.24,16852,1416,3077115
2014-09-26,129,674,5104450,1.4,81632,76.2186116629,21162.8581143,37460,0.101514394957,1186084290.23,19677,1502,3255081
2014-09-27,130,633,5082540,1.38,95657,76.5200982491,19562.3275366,32897,0.10304,1350322571.92,18424,1390,3488015
2014-09-28,131,796,4821140,1.31,84413,97.818587242,20034.2964505,42134,0.104539382439,1250764523.65,16990,1426,3916695
2014-09-29,132,769,4533030,1.22,83902,96.5769285062,20455.579086,41551,0.11348863,1226988281.81,17294,1458,4361985
2014-09-30,133,786,4344950,1.16,82094,96.3408938049,20749.8582868,41221,0.112845163939,1321134435.27,15857,1481,4516286
2014-10-01,134,817,4536570,1.21,65140,98.6350098679,20015.8222215,42836,0.104260048584,1384298802.03,16646,1431,4102031
2014-10-02,135,653,4588330,1.22,61824,91.7039119846,19331.19902,30315,105,1261963170.25,16446,1383,2800464
2014-10-03,136,706,4493740,1.18,113844,87.3071622409,19940.3861811,36130,0.117483019998,1281782760.45,16033,1429,3428374
2014-10-04,137,642,4166030,1.09,65894,77.8236707559,19922.2350255,33160,0.11470412754,1246931826.76,17377,1429,2994620
2014-10-05,138,685,3745430,0.977117,86073,79.0889240004,19968.8625342,37637,107,1369003525.62,16587,1435,3508001
2014-10-06,139,635,3385660,0.878679,65377,114.369549715,20067.6888539,29450,0.108235730441,1302855575.51,13208,1444,3065170
2014-10-07,140,659,3797610,0.980493,68252,76.8943283586,19729.1424482,35572,105,1280590812.15,17164,1421,3284578
2014-10-08,141,732,3906930,1,116352,84.3516287477,19808.0793198,40015,105,1284834546.6,17274,1429,3781600
2014-10-09,142,688,4255220,1.09,66785,80.5920054266,19934.9952961,37887,0.105791504998,1261086255.57,17262,1440,3482844
2014-10-10,143,826,4343870,1.1,121420,98.1050705042,19913.2081281,40550,105,1367564173.33,16770,1441,3974916
2014-10-11,144,578,4499020,1.14,81876,70.0874833084,19966.4528047,33575,0.107100423307,1445260871.11,15247,1446,3283585
2014-10-12,145,606,4280260,1.08,58972,69.125092309,19210.4848559,36314,0.1044069803,1469109026.88,13778,1394,3613224
2014-10-13,146,706,4324230,1.08,92059,79.8842425851,19782.836579,39848,0.103599589159,1379600456.27,17812,1437,3810707
2014-10-14,147,650,4406300,1.1,63787,79.4376962861,19306.3328805,36771,0.110529539428,1342655551.89,17305,1404,3458176
2014-10-15,148,611,4365480,1.08,104550,74.693754228,19775.3277237,32453,109,1307865432.16,16248,1440,3217121
2014-10-16,149,527,3997770,0.986954,59154,108.767182208,19185.7897506,27990,0.100288154894,1274812161.08,11918,1399,2852760
2014-10-17,150,580,4064590,0.998718,63034,69.2246062799,19699.4422007,32866,0.102702380143,1233871556.36,16822,1439,3297838
2014-10-18,151,498,3981500,0.973584,60842,60.079591137,19989.4200489,27393,0.111072482469,1402591412.99,15960,1461,2469016
2014-10-19,152,571,3968000,0.965568,47858,70.9782580794,19328.8029607,29536,0.116313086672,1361084345.68,15953,1415,2790700
2014-10-20,153,707,4110980,0.995676,86281,79.3697635937,19065.6484989,39981,0.103955,1264638991.41,16264,1398,3887382
2014-10-21,154,592,3949060,0.952061,50963,69.6956555929,18988.701305,30989,0.106882059999,1208499364.52,16108,1394,2911622
2014-10-22,155,701,3987300,0.956909,63727,84.8285772363,19438.4425081,37044,0.104259769999,1172845299.54,16443,1429,3577196
2014-10-23,156,688,3944870,0.942326,97124,82.4604250887,19821.3127939,35691,0.107542139331,1276921095.73,15869,1459,3439478
2014-10-24,157,629,3541880,0.842075,52867,78.485646391,19855.2674539,37858,0.107429929257,1340515758.63,15936,1464,3881087
2014-10-25,158,670,3227940,0.763826,54596,83.9603454026,18854.0405707,33174,0.108524423344,1256857384.93,15017,1392,3272216
2014-10-26,159,626,3142310,0.74026,37577,77.4960143986,18940.6019531,38621,0.116851445659,1237114577.27,14087,1401,3860016
2014-10-27,160,909,2974520,0.697623,141319,112.610636003,18853.9426156,66560,0.119918282583,1110784941.3,15485,1400,6525127
2014-10-28,161,608,3016260,0.704975,82389,73.8557451298,18630.3667856,34074,0.114816733486,1068834701.13,13587,1381,3152529
2014-10-29,162,690,2958330,0.687775,23967,88.9085661999,19770.6453469,38866,0.126377688299,1001542917.28,14898,1468,3622104
2014-10-30,163,562,2731100,0.632047,48427,73.9040856426,19416.0137284,35215,0.120784357819,1078576641.87,15068,1443,3192348
2014-10-31,164,535,2663690,0.61369,37303,69.5851702653,19771.4595058,28162,0.12070552786,1157104471.14,13353,1471,2534242
2014-11-01,165,446,2647220,0.607123,33872,57.7415125714,19343.7379952,23957,0.122821062278,1207908107.46,13216,1441,2107680
2014-11-02,166,449,2568260,0.586417,26877,61.1533519544,18841.9876977,22397,0.12970023,1281878465.94,11675,1406,2192057
2014-11-03,167,580,2541950,0.577925,40900,75.8726209076,18434.9983004,35117,0.126711024316,1115381952.41,12168,1378,3429593
2014-11-04,168,561,2543340,0.575828,42253,73.3797550201,19511.0796021,32672,0.12925887541,1072196576.23,15324,1460,2911160
2014-11-05,169,538,2430850,0.547942,25458,69.4415986421,18049.9432169,26322,0.128295725,1043930923.66,14090,1352,2274612
2014-11-06,170,575,2540200,0.570834,28528,74.8788429884,20633.9127941,30029,0.127760468048,1070860553.71,14706,1548,2651689
2014-11-07,171,535,2626730,0.590278,29987,63.1624008646,19471.0593263,27743,0.116751724857,1144878119.92,13068,1463,2630367
2014-11-08,172,517,2785880,0.619835,40713,64.6487448523,17149.006566,25559,0.116708836707,1144652717.59,11203,1290,2412812
2014-11-09,173,607,2903700,0.643598,44247,77.0270699574,18698.3817429,33735,0.117950575393,951687618402,11999,1409,3222234
2014-11-10,174,693,3246790,0.71667,67836,88.7386230872,19739.2901328,37913,0.119335565152,925974405605,13862,1489,3605434
2014-11-11,175,533,3341990,0.734491,30147,69.4339892829,18273.9657491,25430,0.113149565719,999637495733,10788,1380,2476863
2014-11-12,176,1034,3282510,0.718542,75047,91.8244581036,19084.7754955,57660,0.1,919945331929,14303,1445,5667884
2014-11-13,177,868,3374860,0.735674,41143,67.4501829064,18694.5553991,32404,0.1,988505803122,14622,1416,3018253
2014-11-14,178,811,3227210,0.700665,65338,57.3176731492,19752.3363769,31915,0.05,1014268693.79,14521,1498,2858105
2014-11-15,179,796,3202520,0.692307,31336,58.2091527474,18486.880673,33253,0.0863595688925,986387637268,14499,1404,2924624
2014-11-16,180,755,2967190,0.638882,27107,53.4908122837,18487.1925965,30839,0.066201523817,1036064332.37,13654,1406,2768486
2014-11-17,181,715,3039770,0.651929,152764,70.0618663351,18917.9832567,35989,0.1,958494749527,13200,1441,3351977
2014-11-18,182,766,2744180,0.586133,49912,57.2382789094,18670.3819781,37647,0.1,1010563400.51,16344,1424,3321196
2014-11-19,183,521,2806170,0.596995,25761,48.0488257068,18753.4697359,27372,0.1,998182844872,10538,1432,2733488
2014-11-20,184,520,2636230,0.558639,23232,41.4788561558,18365.7298815,20590,0.1,990148999365,11228,1404,1799520
2014-11-21,185,656,2449300,0.516995,34458,50.3247477188,19030.9729727,25304,0.1,1026928531.38,13053,1457,2229911
2014-11-22,186,587,2538420,0.533662,26877,40.1689375696,18472.4411343,23060,0.044007346846,997657853.97,13539,1416,1872675
2014-11-23,187,687,2557650,0.535661,31247,48.6963285181,18666.9804089,28980,0.086900612801,980746697548,13267,1433,2855111
2014-11-24,188,773,2521740,0.52605,29694,59.0875285553,18183.8848978,32537,0.1,938462875538,13333,1398,2907996
2014-11-25,189,1103,2558050,0.531602,84303,97.4292301291,19096.7295344,46412,0.1,932833646578,14930,1471,4407773
2014-11-26,190,928,2814430,0.58257,29237,75.056429458,18232.769162,36577,0.1,884282881549,13830,1406,3404216
2014-11-27,191,1176,2718540,0.560613,10861,108.802761152,18570.2797012,39786,0.1,929106553598,16095,1434,3513309
2014-11-28,192,788,2711830,0.557097,17670,61.1750110604,18681.2810487,33130,0.077314615129,943345165731,15233,1444,2866882
2014-11-29,193,663,2757520,0.56432,17081,49.0170275591,18994.5824331,29946,0.068257899603,968233304823,16897,1470,2479364
2014-11-30,194,781,2795300,0.571386,14933,67.9049723296,17406.6796295,30746,0.1,992487361277,12354,1349,2944199
2014-12-01,195,780,2778070,0.567864,78718,64.4365313287,17945.7017605,34965,0.1,890555534.96,13497,1393,3203378
2014-12-02,196,768,2340440,0.473696,21322,63.8962418355,18718.7117229,37751,0.1,867407653344,13877,1455,3606533
2014-12-03,197,633,2619290,0.528122,26153,49.0405343823,18491.4626625,31873,0.095075696229,879636193927,12714,1439,2943600
2014-12-04,198,724,2533220,0.508874,18052,57.9468443101,18495.8953938,38071,0.1,958505213.13,13619,1442,3606807
2014-12-05,199,632,2273710,0.455063,45855,50.2134323829,18719.2899683,28304,0.1,988325182081,12907,1461,2806453
2014-12-06,200,629,2143880,0.427467,18704,43.8817611594,18834.4487376,25684,0.04,1157257496.04,11255,1472,2487662
2014-12-07,201,561,2232200,0.443451,21888,41.6009178868,18270.4724207,25717,0.077281671568,1184202184.49,11154,1430,2350067
2014-12-08,202,653,2377730,0.470613,36453,52.8158855078,18216.0051658,38525,0.1,1119796275.84,11387,1428,3830148
2014-12-09,203,627,2267930,0.448309,28887,46.8727757106,18184.8204386,31230,0.068029352266,1106088557.2,12564,1427,2843831
2014-12-10,204,624,1978920,0.391179,18125,46.5236203888,16403.6608102,27215,0.06,935633654715,12248,1289,2537675
2014-12-11,205,652,1959700,0.38738,22967,47.2227899648,18311.7442148,32819,0.05,833261642501,12788,1441,3030605
2014-12-12,206,640,1992170,0.393799,16404,47.7633741225,18601.9817696,31983,0.08,886642378.39,12301,1466,3037940
2014-12-13,207,564,1899730,0.375526,17428,40.1123788968,18035.8044633,28260,0.053614103319,944816079541,11852,1423,2608569
2014-12-14,208,498,1898350,0.375254,13827,37.3148433797,18345.4779294,25920,0.06,916853190264,11569,1449,2357290
2014-12-15,209,618,1956960,0.386838,23998,47.656537693,17897.6413659,31058,0.1,871748210699,12070,1416,2909407
2014-12-16,210,537,1938870,0.383263,41022,43.6802830317,18147.6743048,32238,0.1,898834324908,10442,1438,3143402
2014-12-17,211,720,1755550,0.347026,33392,65.5557525231,17626.6366868,46980,0.1,933127285731,10731,1399,4636118
2014-12-18,212,659,1710790,0.338177,17760,51.3650219654,17965.6350223,28993,0.087297196694,913531057.09,12437,1427,3236927
2014-12-19,213,933,1599440,0.316167,16495,93.3778769145,18153.7447988,43604,0.1,934724086228,12849,1446,6989264
2014-12-20,214,1314,1684180,0.319682,12708,158.685367682,17348.2284742,59547,0.102510949631,964179281248,14348,1385,12259487
2014-12-21,215,592,1791620,0.338958,24432,44.5086904908,18145.5744512,27141,0.061456408948,953322081762,12126,1447,2500419
2014-12-22,216,798,1823950,0.343896,19493,64.2483273027,17692.5743975,33635,0.1,889075569546,13151,1413,3159006
2014-12-23,217,689,1836840,0.345175,25039,52.5031545064,18420.5466006,25868,0.094145063807,949267002671,10295,1473,2480895
2014-12-24,218,762,2046480,0.383242,64963,57.6686455051,17274.4300836,36140,0.1,982612955575,9538,1384,3751798
2014-12-25,219,715,2265570,0.422909,53937,55.5589604348,18065.4458865,29174,0.09,997316127511,10038,1449,3428055
2014-12-26,220,665,2451960,0.456171,35090,54.0990465508,17569.7279352,26435,0.1,1040845138.26,9477,1411,2769444
2014-12-27,221,685,2330360,0.432913,98086,52.2023882183,18266.6229612,29554,0.097820977886,1200040709.99,9331,1469,2957379
2014-12-28,222,834,2757730,0.509646,117333,60.1349000493,18029.4673266,34297,0.059177891611,1232065955.69,9562,1452,3550710
2014-12-29,223,705,3065720,0.564681,72362,50.3107446863,17457.0591809,33020,0.04577948,1098246690.89,10238,1408,3285479
2014-12-30,224,836,2670650,0.490338,57426,66.2907168282,17892.3376239,33353,0.1,1177622430.02,9806,1445,3620353
2014-12-31,225,510,2659040,0.486608,37598,38.8021476186,17600.8453973,24344,0.05798690113,1180124902.26,8972,1423,2423300
